"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","Cluster"
"264",383,1019,1133,1770,2457,6199,8210,14120,18658,21087,25387,29566,34015,37313,44441,51605,58192,66874,73998,80219,86453,91141,93526,94594,"Normal"
"265",310,313,359,528,1444,3387,5775,7655,11571,12484,17434,21556,23066,24796,28499,35526,41630,45982,49720,53126,56613,57553,58060,58326,"Good"
"266",3,11,168,462,631,3467,5532,7365,11144,14171,16762,18398,21376,22954,26086,29574,31849,36204,39342,41270,43684,45133,45726,46030,"Great"
"267",28,66,109,472,1426,2266,4022,6945,9504,11470,13056,15552,17497,19230,21257,24335,26154,28704,31249,32795,33958,34368,34538,35014,"Great"
"268",0,50,117,345,753,2342,3785,5681,8196,10763,15218,18022,22125,25782,30821,36701,43153,52798,64038,75598,82164,86763,88820,91268,"Normal"
"269",642,665,706,955,1391,3280,5717,8806,12626,16960,19962,22704,27657,32602,37214,43663,53185,63012,73231,82892,91273,99419,101640,103677,"Normal"
"274",106,208,208,497,924,2037,3600,4929,10333,11635,13560,18160,22409,25948,29373,32478,37362,42019,44916,47125,50387,52460,54171,55753,"Good"
"275",688,710,1255,2131,2963,3617,6417,7831,11878,13558,15573,18263,21684,23636,27459,32008,35009,39342,41556,44102,47880,54055,56440,58182,"Good"
"278",182,221,422,790,1352,2523,6332,8074,12714,15721,19156,23089,28165,32448,37452,42066,47861,53504,56610,62060,65308,70103,72621,75214,"Good"
"279",576,602,780,2362,3539,5818,10693,15685,20482,26836,33515,37495,43209,50146,55028,61520,66887,72627,75701,78436,81245,81696,82465,82779,"Normal"
"280",5,10,148,419,605,3582,5447,7800,9926,12677,15139,18174,23672,28178,32478,36153,40963,45958,51140,56234,60852,66655,70533,72568,"Good"
"281",716,1231,1529,2324,3482,4857,8467,11600,17093,21965,26115,29696,36296,40075,46074,53292,60223,67387,75560,80775,85779,90790,92751,93101,"Normal"
"282",118,152,331,752,1092,1942,4837,6395,8983,11191,15595,19519,23162,26474,32217,36372,42280,47157,54456,61012,66695,69660,71309,72744,"Good"
"283",4,61,363,688,1649,3992,5609,9192,14809,16402,19176,22630,28027,33194,36915,40533,45311,50567,53984,57361,59710,61516,62544,62547,"Good"
"284",7,7,135,541,854,2675,5675,8267,11988,14947,20535,27966,35263,42830,51369,60435,70612,81458,88590,96630,103750,110260,113750,115578,"Bad"
"286",297,546,619,2208,2536,3437,5689,7764,11026,13369,17505,20175,22693,25903,28336,30091,33272,35493,38243,39628,40928,41449,41509,41509,"Great"
"287",114,153,200,391,2035,3009,3858,5126,7784,11664,16560,20388,25426,30334,37749,44014,51077,58133,65534,70869,75848,78756,80383,81375,"Normal"
"289",135,495,572,1226,2284,3162,5188,9412,12806,15614,19041,23219,25720,27570,30732,34036,36424,38813,41012,42182,43553,44614,44736,45162,"Great"
"290",62,91,102,301,642,1276,2805,4533,6646,8836,11663,14105,16198,18799,21509,24198,27340,31011,33797,36227,37627,39560,40180,40494,"Great"
"291",0,944,948,1279,2705,3422,4734,7022,11371,12959,15333,18786,21756,24550,27643,30732,34477,38442,43389,47219,50235,52025,53572,54122,"Good"
"292",78,128,187,1339,1849,2680,4297,7422,11917,14043,17246,20673,24060,26243,30447,33696,36778,40385,43906,47678,50301,51695,52593,52749,"Good"
"293",81,95,213,515,724,1346,2147,3882,5943,8736,11311,12803,14960,18007,21413,24639,27699,29732,31122,32392,33168,33576,33733,33733,"Great"
"294",0,5,5,126,311,1778,2565,5484,6555,7849,9788,11850,14876,17781,20314,23690,27711,32980,40081,43504,46565,48800,50807,51720,"Good"
"299",386,730,902,1304,1788,3726,6056,8776,11398,14193,16779,18999,21382,23393,26332,29382,32493,36538,40691,43758,46270,47970,48441,48696,"Great"
"300",154,186,288,951,1396,3070,5177,7349,10972,12244,14638,18366,21907,25560,30494,34187,37406,41957,46536,49225,51686,53993,54953,55078,"Good"
"303",0,1,343,501,1137,2342,3114,4933,5755,6412,7192,9309,11236,12177,14358,16016,19057,23615,29776,33850,37319,39791,40182,40195,"Great"
"304",236,247,280,368,1102,1538,1788,2484,3937,4407,6208,7191,10180,11563,13153,15012,17978,21582,23873,26156,29043,31941,35288,37636,"Great"
"305",482,1324,1357,1759,2113,3477,8847,11116,16614,22188,26542,29628,33006,36482,41061,44788,48677,52383,54635,58440,60665,62589,63440,63909,"Good"
"306",0,406,543,835,1159,1955,3856,4864,6988,9321,11682,14223,17106,19857,23193,26507,31084,35571,39816,44352,50117,52660,55387,55714,"Good"
"307",260,306,339,948,1722,2309,3893,5141,7168,10357,13204,14734,16948,19362,20936,24265,26707,28140,29629,31546,31821,32836,33272,33655,"Great"
"308",17,114,143,2508,3902,4584,6929,8125,9193,10137,12790,14443,16983,18675,20858,23753,26096,28494,31226,36585,39413,39830,40475,40480,"Great"
"309",1,50,69,438,636,1126,4935,7346,8496,9707,12151,14749,18277,22336,25218,30039,33459,38202,43253,48299,54305,57225,58516,59073,"Good"
"311",96,100,261,993,1921,3726,4603,6603,8372,11766,14537,17281,20321,23538,26409,30320,34657,38713,45468,51650,57522,61953,63670,64813,"Good"
"312",331,382,416,633,1455,2809,4300,5704,9885,11882,14525,18437,22005,24687,28139,31436,34475,37763,41114,43019,45451,46930,48123,49032,"Great"
"314",283,534,596,979,1347,3597,6784,9760,12888,15077,17052,19658,23619,26781,30305,33880,36790,40214,42096,44308,45210,45454,45768,45795,"Great"
"315",44,44,47,307,1600,4531,6076,7872,11675,14747,17708,21673,24552,29125,35247,39622,45371,50720,56066,61893,66775,71857,73979,75230,"Good"
"316",245,1448,1547,1772,2054,3363,5331,9367,13653,17270,20335,25167,32414,36206,40878,46728,51092,57097,62970,68182,72446,74365,74898,75848,"Good"
