"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","Cluster"
"594",180,191,303,762,1203,2564,4295,6678,10318,13604,17925,25668,33549,40717,49033,57950,67028,74682,81524,88006,91829,94765,97195,98245,"Normal"
"599",875,1010,1573,3235,4901,6178,9684,14425,18014,22726,26331,30534,35170,40880,47891,60388,74206,87961,105332,121232,137147,149335,156410,159851,"Bad"
"600",1106,1914,2700,3723,5406,8542,11441,14517,18185,22598,25944,31160,36214,43729,50781,58895,71551,88534,101686,113365,122695,131461,134668,135602,"Bad"
"603",83,83,213,1496,2408,3433,7282,10219,15297,18848,23700,28877,33655,38918,43562,50524,57779,64889,73162,79265,84240,87251,88522,89062,"Normal"
"604",43,53,269,1249,4101,6264,11704,19129,32646,39061,48993,57361,65958,75019,81965,89188,96598,103236,109156,114893,118433,120342,122391,122618,"Normal"
"605",0,62,257,532,1032,1785,2952,4180,6441,7632,9229,11281,14203,17498,20015,23848,27846,32529,36892,39697,42905,44416,46441,46827,"Great"
"606",274,297,912,1312,1805,2282,4311,5543,7629,9990,12197,15993,17751,20773,23488,27358,31216,34218,37971,39926,43564,45765,47295,47643,"Great"
"607",137,258,536,957,1638,2840,4246,5264,7880,10363,12560,17235,21680,26639,34449,43760,59924,74342,90497,103567,114750,122485,127344,128409,"Bad"
"608",1228,1642,1997,2987,4133,7413,13370,18243,22096,24324,27870,34922,37560,40505,42945,45274,47619,49283,50769,52582,53710,54012,54519,54677,"Great"
"609",0,0,1,56,144,521,888,1510,2645,3444,5272,7798,9490,11641,13901,17418,20392,24420,26979,29823,32490,35105,36940,37773,"Great"
"611",1424,1424,1801,2420,5362,7864,14661,23442,32434,44240,52236,60396,69262,75237,80789,86485,91384,96632,101817,106110,109281,110571,112109,112256,"Normal"
"612",1165,1172,1335,2131,3496,5368,8684,10390,12115,14812,16911,19996,22940,26202,30499,34593,39375,46348,50761,54391,57288,59048,59570,60028,"Good"
"614",81,118,866,1758,3241,4506,6951,8819,11406,14645,17026,20231,23016,27720,31759,37378,41333,48886,53732,58020,60623,62871,64167,64182,"Good"
"615",400,581,1005,1551,2222,3025,4217,5041,6158,6953,7890,10011,11038,13187,15089,16732,19314,20337,21712,23613,25073,25857,26299,26537,"Great"
"616",53,58,150,674,1008,1980,2532,3258,5359,7054,9049,11240,13716,17040,20694,24395,28453,33719,37333,40758,44767,47361,49291,51076,"Great"
"617",486,887,1067,1391,2463,4112,5535,7131,10012,11532,14443,17351,21785,27929,33861,38286,44516,50512,56084,60218,63681,66586,68166,68372,"Good"
"618",102,169,849,1040,1606,2728,4396,6374,8550,10710,12921,15690,17316,20653,23362,26580,30342,33571,37579,41026,45246,46252,46905,47514,"Great"
"619",224,251,489,848,2196,4343,6508,7961,10537,13922,18177,21102,24230,30162,35024,40782,46990,53532,59689,65793,71686,74458,75854,76577,"Good"
"624",159,239,886,994,1722,2741,3898,5684,8110,10643,14535,17737,20177,23430,26964,29871,32819,35399,39416,42804,45550,48116,50670,51256,"Great"
