,Marketing_Airline_Network,Date,Hour,ACT_ARR_DATE,ACT_ARR_HOUR,ArrDelayMinutes,DepDelayMinutes,CumulativeArrDelayMinutes,CumulativeDepDelayMinutes,ArrDelay3AM,DepDelay3AM,Weekday
177765,WN,2019-02-28,20,2019-03-01,0,3115.0,1458.0,3115.4284038014857,1458.3125448028675,43377.0,57871.0,4
177766,WN,2019-02-28,21,2019-03-01,1,2537.0,763.0,5652.428403801486,2221.3125448028673,45914.0,58634.0,4
177767,WN,2019-02-28,22,2019-03-01,2,1598.0,107.0,7250.740948604353,2328.3125448028673,47512.0,58741.0,4
177768,WN,2019-02-28,23,2019-03-01,3,211.0,0.0,7461.740948604353,2328.3125448028673,47723.0,58741.0,4
177769,WN,2019-03-01,0,2019-03-01,4,92.0,1.0,7553.740948604353,2329.3125448028673,92.0,1.0,4
177770,WN,2019-03-01,1,2019-03-01,5,0.0,62.0,7553.740948604353,2391.3125448028673,92.0,63.0,4
177771,WN,2019-03-01,2,2019-03-01,6,20.0,337.0,7573.740948604353,2728.3125448028673,112.0,400.0,4
177772,WN,2019-03-01,3,2019-03-01,7,416.0,1102.0,7989.347172480264,4993.909504558837,528.0,1502.0,4
177773,WN,2019-03-01,4,2019-03-01,8,1323.0,2051.0,9312.811863586763,7044.611750486311,1851.0,3553.0,4
177774,WN,2019-03-01,5,2019-03-01,9,1111.0,1915.0,10423.741794844373,8959.655806907293,2962.0,5468.0,4
177775,WN,2019-03-01,6,2019-03-01,10,2071.0,2083.0,12495.051963029337,11042.481701212097,5033.0,7551.0,4
177776,WN,2019-03-01,7,2019-03-01,11,2306.0,2186.0,14801.439452959417,13228.541500048124,7339.0,9737.0,4
177777,WN,2019-03-01,8,2019-03-01,12,1560.0,2556.0,16361.715409787206,15784.598564369211,8899.0,12293.0,4
177778,WN,2019-03-01,9,2019-03-01,13,1831.0,2636.0,18192.74494764182,18420.965201096435,10730.0,14929.0,4
177779,WN,2019-03-01,10,2019-03-01,14,2259.0,2594.0,20451.514837121344,21015.26524668836,12989.0,17523.0,4
177780,WN,2019-03-01,11,2019-03-01,15,2145.0,3245.0,22596.949866808907,24259.94632923129,15134.0,20768.0,4
177781,WN,2019-03-01,12,2019-03-01,16,2500.0,2959.0,25096.92517972878,27218.77824110748,17634.0,23727.0,4
177782,WN,2019-03-01,13,2019-03-01,17,2718.0,3367.0,27814.75188749043,30585.401381637184,20352.0,27094.0,4
177783,WN,2019-03-01,14,2019-03-01,18,2780.0,4004.0,30594.884083175988,34589.079534127384,23132.0,31098.0,4
177784,WN,2019-03-01,15,2019-03-01,19,2551.0,4285.0,33145.41235053449,38874.39133631277,25683.0,35383.0,4
177785,WN,2019-03-01,16,2019-03-01,20,2991.0,3930.0,36136.066829880816,42804.64203571572,28674.0,39313.0,4
177786,WN,2019-03-01,17,2019-03-01,21,4783.0,3777.0,40919.21949994718,46581.95785348215,33457.0,43090.0,4
177787,WN,2019-03-01,18,2019-03-01,22,3190.0,4255.0,44108.83074753376,50836.64522992096,36647.0,47345.0,4
177788,WN,2019-03-01,19,2019-03-01,23,4380.0,2446.0,48489.16969926292,53282.64522992096,41027.0,49791.0,4
177789,WN,2019-03-01,20,2019-03-02,0,3315.0,2156.0,12015.169699262915,10405.64522992097,44342.0,51947.0,5
177790,WN,2019-03-01,21,2019-03-02,1,2002.0,288.0,14017.169699262915,10693.64522992097,46344.0,52235.0,5
177791,WN,2019-03-01,22,2019-03-02,2,1422.0,0.0,15439.169699262915,10693.64522992097,47766.0,52235.0,5
177792,WN,2019-03-01,23,2019-03-02,3,538.0,0.0,15977.169699262915,10693.64522992097,48304.0,52235.0,5
177793,WN,2019-03-02,1,2019-03-02,5,0.0,37.0,15977.169699262915,10730.64522992097,0.0,37.0,5
177794,WN,2019-03-02,2,2019-03-02,6,21.0,192.0,15998.169699262915,10922.64522992097,21.0,229.0,5
177795,WN,2019-03-02,3,2019-03-02,7,92.0,535.0,7390.402223712146,3437.973527448299,113.0,764.0,5
177796,WN,2019-03-02,4,2019-03-02,8,164.0,907.0,7554.8661509899475,4345.403065808235,277.0,1671.0,5
177797,WN,2019-03-02,5,2019-03-02,9,628.0,1014.0,8183.033502498829,5359.0584577875625,905.0,2685.0,5
177798,WN,2019-03-02,6,2019-03-02,10,1099.0,1776.0,9282.072299475623,7135.48741980748,2004.0,4461.0,5
177799,WN,2019-03-02,7,2019-03-02,11,1127.0,1538.0,10408.977575131878,8673.978988902358,3131.0,5999.0,5
177800,WN,2019-03-02,8,2019-03-02,12,1064.0,2001.0,11472.743332115722,10674.67456841157,4195.0,8000.0,5
177801,WN,2019-03-02,9,2019-03-02,13,1710.0,2304.0,13182.358042901707,12979.164880032746,5905.0,10304.0,5
177802,WN,2019-03-02,10,2019-03-02,14,1933.0,2592.0,15115.03795247105,15571.26192136684,7838.0,12896.0,5
177803,WN,2019-03-02,11,2019-03-02,15,2548.0,2928.0,17662.540208502727,18499.095375691628,10386.0,15824.0,5
177804,WN,2019-03-02,12,2019-03-02,16,1772.0,2362.0,19434.4134005163,20860.78983986241,12158.0,18186.0,5
177805,WN,2019-03-02,13,2019-03-02,17,1693.0,2407.0,21127.71748159564,23267.831789907843,13851.0,20593.0,5
177806,WN,2019-03-02,14,2019-03-02,18,3056.0,2276.0,24183.262506710544,25543.80001698016,16907.0,22869.0,5
177807,WN,2019-03-02,15,2019-03-02,19,2043.0,2633.0,26226.43375018464,28177.101219514025,18950.0,25502.0,5
177808,WN,2019-03-02,16,2019-03-02,20,2198.0,2377.0,28424.500896764093,30553.709425128734,21148.0,27879.0,5
177809,WN,2019-03-02,17,2019-03-02,21,3101.0,1889.0,31525.988134500763,32442.73225679251,24249.0,29768.0,5
177810,WN,2019-03-02,18,2019-03-02,22,3000.0,1353.0,34526.26785190237,33795.25221437399,27249.0,31121.0,5
177811,WN,2019-03-02,19,2019-03-02,23,2141.0,664.0,36667.668449880286,34459.25221437399,29390.0,31785.0,5
177812,WN,2019-03-02,20,2019-03-03,0,911.0,150.0,911.3118021853693,5812.252214373988,30301.0,31935.0,6
177813,WN,2019-03-02,21,2019-03-03,1,656.0,0.0,1567.3118021853693,5812.252214373988,30957.0,31935.0,6
177814,WN,2019-03-02,22,2019-03-03,2,108.0,0.0,1675.3118021853693,5812.252214373988,31065.0,31935.0,6
177815,WN,2019-03-02,23,2019-03-03,3,0.0,0.0,1675.3118021853693,5812.252214373988,31065.0,31935.0,6
177816,WN,2019-03-03,2,2019-03-03,6,9.0,83.0,1684.3118021853693,5899.252214373988,9.0,83.0,6
177817,WN,2019-03-03,3,2019-03-03,7,102.0,1023.0,1785.9115040116833,1311.113098487419,111.0,1106.0,6
177818,WN,2019-03-03,4,2019-03-03,8,468.0,1032.0,2253.5104183572885,2343.033596722737,579.0,2138.0,6
177819,WN,2019-03-03,5,2019-03-03,9,565.0,766.0,2818.686199825777,3108.538670372956,1144.0,2904.0,6
177820,WN,2019-03-03,6,2019-03-03,10,960.0,1519.0,3778.240009587174,4627.521693829466,2104.0,4423.0,6
177821,WN,2019-03-03,7,2019-03-03,11,915.0,2452.0,4693.432000209934,7079.319359285404,3019.0,6875.0,6
177822,WN,2019-03-03,8,2019-03-03,12,1182.0,1902.0,5875.406794354444,8980.927880833051,4201.0,8777.0,6
177823,WN,2019-03-03,9,2019-03-03,13,2199.0,2232.0,8074.5537219594335,11213.028651490626,6400.0,11009.0,6
177824,WN,2019-03-03,10,2019-03-03,14,1449.0,3257.0,9523.998801970323,14470.20917770178,7849.0,14266.0,6
177825,WN,2019-03-03,11,2019-03-03,15,2634.0,3884.0,12158.122039490903,18354.128332315384,10483.0,18150.0,6
177826,WN,2019-03-03,12,2019-03-03,16,2846.0,3888.0,15004.399840003094,22242.188995218243,13329.0,22038.0,6
177827,WN,2019-03-03,13,2019-03-03,17,3434.0,5213.0,18438.34828011883,27455.192454175536,16763.0,27251.0,6
177828,WN,2019-03-03,14,2019-03-03,18,4611.0,4798.0,23049.456936416704,32253.10170979601,21374.0,32049.0,6
177829,WN,2019-03-03,15,2019-03-03,19,3659.0,5886.0,26708.243368327952,38139.36566716241,25033.0,37935.0,6
177830,WN,2019-03-03,16,2019-03-03,20,4542.0,5239.0,31250.64193786335,43378.19047880069,29575.0,43174.0,6
177831,WN,2019-03-03,17,2019-03-03,21,6055.0,4805.0,37305.988936718975,48182.83588975158,35630.0,47979.0,6
177832,WN,2019-03-03,18,2019-03-03,22,4388.0,3867.0,41694.102385505095,52049.768318967785,40018.0,51846.0,6
177833,WN,2019-03-03,19,2019-03-03,23,5071.0,2665.0,46765.19985345118,54714.768318967785,45089.0,54511.0,6
177834,WN,2019-03-03,20,2019-03-04,0,3591.0,2235.0,3591.00225756948,12406.768318967786,48680.0,56746.0,0
177835,WN,2019-03-03,21,2019-03-04,1,2648.0,473.0,6239.00225756948,12879.768318967786,51328.0,57219.0,0
177836,WN,2019-03-03,22,2019-03-04,2,1121.0,0.0,7360.00225756948,12879.768318967786,52449.0,57219.0,0
177837,WN,2019-03-03,23,2019-03-04,3,451.0,0.0,7811.00225756948,12879.768318967786,52900.0,57219.0,0
177838,WN,2019-03-04,1,2019-03-04,5,0.0,2.0,7811.00225756948,12881.768318967786,0.0,2.0,0
177839,WN,2019-03-04,2,2019-03-04,6,14.0,205.0,7825.00225756948,13086.768318967786,14.0,207.0,0
177840,WN,2019-03-04,3,2019-03-04,7,388.0,1564.0,8212.926970184497,6117.288191452102,402.0,1771.0,0
177841,WN,2019-03-04,4,2019-03-04,8,1151.0,1417.0,9364.199056786369,7533.921136492834,1553.0,3188.0,0
177842,WN,2019-03-04,5,2019-03-04,9,1432.0,1542.0,10796.641991069238,9075.513969627991,2985.0,4730.0,0
177843,WN,2019-03-04,6,2019-03-04,10,1756.0,2188.0,12552.41677376392,11263.894956691494,4741.0,6918.0,0
177844,WN,2019-03-04,7,2019-03-04,11,1209.0,1758.0,13761.007588984256,13021.679036567162,5950.0,8676.0,0
177845,WN,2019-03-04,8,2019-03-04,12,2098.0,2202.0,15859.35110067512,15223.236823591276,8048.0,10878.0,0
177846,WN,2019-03-04,9,2019-03-04,13,1959.0,2185.0,17818.658012799668,17407.73868696892,10007.0,13063.0,0
177847,WN,2019-03-04,10,2019-03-04,14,1509.0,2362.0,19327.186546032164,19769.571918854614,11516.0,15425.0,0
177848,WN,2019-03-04,11,2019-03-04,15,1582.0,2222.0,20908.973473420345,21991.960238541164,13098.0,17647.0,0
177849,WN,2019-03-04,12,2019-03-04,16,1724.0,2240.0,22632.512899935788,24231.62068972752,14822.0,19887.0,0
177850,WN,2019-03-04,13,2019-03-04,17,1515.0,2758.0,24147.732029581064,26989.81951493076,16337.0,22645.0,0
177851,WN,2019-03-04,14,2019-03-04,18,2389.0,2175.0,26537.182258996505,29164.349091372376,18726.0,24820.0,0
177852,WN,2019-03-04,15,2019-03-04,19,1630.0,2870.0,28167.60386619905,32034.693739782062,20356.0,27690.0,0
177853,WN,2019-03-04,16,2019-03-04,20,2225.0,2612.0,30392.905041907223,34647.09263665988,22581.0,30302.0,0
177854,WN,2019-03-04,17,2019-03-04,21,2596.0,2216.0,32989.243833949906,36863.4084544263,25177.0,32518.0,0
177855,WN,2019-03-04,18,2019-03-04,22,3334.0,2177.0,36322.824628739036,39040.72025661168,28511.0,34695.0,0
177856,WN,2019-03-04,19,2019-03-04,23,2134.0,1698.0,38456.824628739036,40738.72025661168,30645.0,36393.0,0
177857,WN,2019-03-04,20,2019-03-05,0,1674.0,624.0,1674.1384257951086,8371.720256611676,32319.0,37017.0,1
177858,WN,2019-03-04,21,2019-03-05,1,1283.0,527.0,2957.450227980478,8898.720256611676,33602.0,37544.0,1
177859,WN,2019-03-04,22,2019-03-05,2,622.0,0.0,3579.450227980478,8898.720256611676,34224.0,37544.0,1
177860,WN,2019-03-04,23,2019-03-05,3,215.0,0.0,3794.450227980478,8898.720256611676,34439.0,37544.0,1
177861,WN,2019-03-05,1,2019-03-05,5,0.0,44.0,3794.450227980478,8944.720256611676,0.0,44.0,1
177862,WN,2019-03-05,2,2019-03-05,6,7.0,208.0,3801.450227980478,9152.720256611676,7.0,252.0,1
177863,WN,2019-03-05,3,2019-03-05,7,46.0,460.0,3847.450227980478,9612.720256611676,53.0,712.0,1
177864,WN,2019-03-05,4,2019-03-05,8,443.0,1063.0,4290.283052184088,3665.323847245511,496.0,1775.0,1
177865,WN,2019-03-05,5,2019-03-05,9,1261.0,1566.0,5550.892310734805,5230.953038820121,1757.0,3341.0,1
177866,WN,2019-03-05,6,2019-03-05,10,1054.0,1869.0,6605.25641559828,7099.4783705424325,2811.0,5210.0,1
177867,WN,2019-03-05,7,2019-03-05,11,1357.0,1853.0,7962.489569187195,8952.136164658103,4168.0,7063.0,1
177868,WN,2019-03-05,8,2019-03-05,12,1229.0,1992.0,9191.099301075374,10944.467290956924,5397.0,9055.0,1
177869,WN,2019-03-05,9,2019-03-05,13,1197.0,1786.0,10387.953115604594,12730.933015797167,6594.0,10841.0,1
177870,WN,2019-03-05,10,2019-03-05,14,1813.0,1517.0,12200.944448623552,14248.086145773015,8407.0,12358.0,1
177871,WN,2019-03-05,11,2019-03-05,15,1806.0,2570.0,14007.343913877607,16817.882662692984,10213.0,14928.0,1
177872,WN,2019-03-05,12,2019-03-05,16,1198.0,2309.0,15205.495800526516,19126.85762397175,11411.0,17237.0,1
177873,WN,2019-03-05,13,2019-03-05,17,1857.0,2781.0,17062.852729932456,21908.238162820595,13268.0,20018.0,1
177874,WN,2019-03-05,14,2019-03-05,18,1951.0,3515.0,19013.352859732844,25423.171135955792,15219.0,23533.0,1
177875,WN,2019-03-05,15,2019-03-05,19,2372.0,3127.0,21385.228124397992,28550.00664006073,17591.0,26660.0,1
177876,WN,2019-03-05,16,2019-03-05,20,2370.0,2822.0,23755.68767456035,31371.990867886227,19961.0,29482.0,1
177877,WN,2019-03-05,17,2019-03-05,21,2813.0,2595.0,26568.281948576227,33967.01788277216,22774.0,32077.0,1
177878,WN,2019-03-05,18,2019-03-05,22,2956.0,2061.0,29524.220698970898,36028.321566801584,25730.0,34138.0,1
177879,WN,2019-03-05,19,2019-03-05,23,2183.0,2001.0,31706.75919144263,38029.29301936245,27913.0,36139.0,1
177880,WN,2019-03-05,20,2019-03-06,0,2900.0,714.0,2900.456167295469,713.6231405297051,30813.0,36853.0,2
177881,WN,2019-03-05,21,2019-03-06,1,1409.0,376.0,4309.079307825175,1089.623140529705,32222.0,37229.0,2
177882,WN,2019-03-05,22,2019-03-06,2,412.0,0.0,4721.079307825175,1089.623140529705,32634.0,37229.0,2
177883,WN,2019-03-05,23,2019-03-06,3,234.0,0.0,4955.079307825175,1089.623140529705,32868.0,37229.0,2
177884,WN,2019-03-06,2,2019-03-06,6,54.0,620.0,5008.879158738331,1808.7619011558331,54.0,620.0,2
177885,WN,2019-03-06,3,2019-03-06,7,77.0,613.0,5085.67900965149,2421.7766655716573,131.0,1233.0,2
177886,WN,2019-03-06,4,2019-03-06,8,489.0,938.0,5574.802869785704,3359.6260801659587,620.0,2171.0,2
177887,WN,2019-03-06,5,2019-03-06,9,598.0,998.0,6172.972125581164,4357.305213081147,1218.0,3169.0,2
177888,WN,2019-03-06,6,2019-03-06,10,1003.0,1546.0,7175.808311099978,5903.188259175931,2221.0,4715.0,2
177889,WN,2019-03-06,7,2019-03-06,11,828.0,2198.0,8003.904633109187,8101.153031354515,3049.0,6913.0,2
177890,WN,2019-03-06,8,2019-03-06,12,1285.0,1412.0,9289.212125651113,9513.651829860655,4334.0,8325.0,2
177891,WN,2019-03-06,9,2019-03-06,13,1086.0,2411.0,10375.471866745504,11924.680568477634,5420.0,10736.0,2
177892,WN,2019-03-06,10,2019-03-06,14,1605.0,2527.0,11980.169671630769,14452.097300955358,7025.0,13263.0,2
177893,WN,2019-03-06,11,2019-03-06,15,2076.0,2578.0,14056.023635169964,17030.185200326534,9101.0,15841.0,2
177894,WN,2019-03-06,12,2019-03-06,16,2091.0,2982.0,16146.740172699152,20011.691648501,11192.0,18823.0,2
177895,WN,2019-03-06,13,2019-03-06,17,1019.0,2482.0,17165.88811170363,22493.30464739385,12211.0,21305.0,2
177896,WN,2019-03-06,14,2019-03-06,18,2819.0,2566.0,19984.45334072193,25059.581036947784,15030.0,23871.0,2
177897,WN,2019-03-06,15,2019-03-06,19,1866.0,3216.0,21850.788793844436,28275.897872920425,16896.0,27087.0,2
177898,WN,2019-03-06,16,2019-03-06,20,2306.0,2721.0,24157.251677999986,30996.475536019312,19202.0,29808.0,2
177899,WN,2019-03-06,17,2019-03-06,21,2991.0,2817.0,27148.660344772958,33813.93318681764,22193.0,32625.0,2
177900,WN,2019-03-06,18,2019-03-06,22,2218.0,3400.0,29366.436709454072,37213.57328667381,24411.0,36025.0,2
177901,WN,2019-03-06,19,2019-03-06,23,2854.0,2105.0,32220.76550966687,39319.029453969284,27265.0,38130.0,2
177902,WN,2019-03-06,20,2019-03-07,0,2866.0,1338.0,2866.456167295469,7137.0294539692795,30131.0,39468.0,3
177903,WN,2019-03-06,21,2019-03-07,1,1629.0,929.0,4495.456167295471,8066.029453969279,31760.0,40397.0,3
177904,WN,2019-03-06,22,2019-03-07,2,1003.0,0.0,5498.45616729547,8066.029453969279,32763.0,40397.0,3
177905,WN,2019-03-06,23,2019-03-07,3,612.0,0.0,6110.45616729547,8066.029453969279,33375.0,40397.0,3
177906,WN,2019-03-07,1,2019-03-07,5,174.0,67.0,6284.45616729547,8133.029453969279,174.0,67.0,3
177907,WN,2019-03-07,2,2019-03-07,6,56.0,557.0,6340.256018208625,3003.3245740180823,230.0,624.0,3
177908,WN,2019-03-07,3,2019-03-07,7,181.0,350.0,6520.828215718061,3353.508386334797,411.0,974.0,3
177909,WN,2019-03-07,4,2019-03-07,8,446.0,966.0,6966.562190751401,4319.460633455141,857.0,1940.0,3
177910,WN,2019-03-07,5,2019-03-07,9,822.0,1386.0,7788.629682913329,5705.588943688096,1679.0,3326.0,3
177911,WN,2019-03-07,6,2019-03-07,10,1136.0,1700.0,8925.009658239891,7405.752771276761,2815.0,5026.0,3
177912,WN,2019-03-07,7,2019-03-07,11,1520.0,2127.0,10445.258447868891,9532.844364483346,4335.0,7153.0,3
177913,WN,2019-03-07,8,2019-03-07,12,1862.0,3068.0,12307.452305614974,12600.718706335438,6197.0,10221.0,3
177914,WN,2019-03-07,9,2019-03-07,13,1502.0,2521.0,13809.903734107895,15121.512274948918,7699.0,12742.0,3
177915,WN,2019-03-07,10,2019-03-07,14,2509.0,2863.0,16318.80805501219,17984.353576371766,10208.0,15605.0,3
177916,WN,2019-03-07,11,2019-03-07,15,2234.0,3615.0,18553.012993249005,21599.29717358204,12442.0,19220.0,3
177917,WN,2019-03-07,12,2019-03-07,16,2261.0,3128.0,20814.03934205395,24727.79673288168,14703.0,22348.0,3
177918,WN,2019-03-07,13,2019-03-07,17,2935.0,3922.0,23749.38886836477,28649.890602946318,17638.0,26270.0,3
177919,WN,2019-03-07,14,2019-03-07,18,2261.0,4784.0,26010.189400865802,33434.376538099714,19899.0,31054.0,3
177920,WN,2019-03-07,15,2019-03-07,19,3226.0,4394.0,29236.002739546104,37828.314814807985,23125.0,35448.0,3
177921,WN,2019-03-07,16,2019-03-07,20,3426.0,4779.0,32661.799270426338,42607.60208513528,26551.0,40227.0,3
177922,WN,2019-03-07,17,2019-03-07,21,3809.0,4877.0,36470.309105809436,47484.57353769615,30360.0,45104.0,3
177923,WN,2019-03-07,18,2019-03-07,22,3832.0,4450.0,40302.25201093119,51934.37790047632,34192.0,49554.0,3
177924,WN,2019-03-07,19,2019-03-07,23,4079.0,3749.0,44380.75985962852,55683.8171377801,38271.0,53303.0,3
177925,WN,2019-03-07,20,2019-03-08,0,4383.0,1660.0,4383.227864569166,1659.7998509131571,42654.0,54963.0,4
177926,WN,2019-03-07,21,2019-03-08,1,3127.0,1806.0,7510.227864569166,3465.7998509131567,45781.0,56769.0,4
177927,WN,2019-03-07,22,2019-03-08,2,2396.0,656.0,9906.227864569166,4121.799850913157,48177.0,57425.0,4
177928,WN,2019-03-07,23,2019-03-08,3,941.0,0.0,10847.227864569166,4121.799850913157,49118.0,57425.0,4
177929,WN,2019-03-08,0,2019-03-08,4,551.0,0.0,11398.227864569166,4121.799850913157,551.0,0.0,4
177930,WN,2019-03-08,1,2019-03-08,5,0.0,45.0,11398.227864569166,4166.799850913157,551.0,45.0,4
177931,WN,2019-03-08,2,2019-03-08,6,118.0,500.0,11516.027715482323,4842.486218693474,669.0,545.0,4
177932,WN,2019-03-08,3,2019-03-08,7,133.0,432.0,11649.027715482323,5274.486218693474,802.0,977.0,4
177933,WN,2019-03-08,4,2019-03-08,8,610.0,805.0,12259.483853584405,6393.887069564208,1412.0,1782.0,4
177934,WN,2019-03-08,5,2019-03-08,9,926.0,1553.0,13185.162937582889,7946.528282481283,2338.0,3335.0,4
177935,WN,2019-03-08,6,2019-03-08,10,1257.0,1487.0,14442.185173437025,9433.782376955978,3595.0,4822.0,4
177936,WN,2019-03-08,7,2019-03-08,11,1052.0,1864.0,15494.648291786147,11297.635517395334,4647.0,6686.0,4
177937,WN,2019-03-08,8,2019-03-08,12,1655.0,2163.0,17149.26299855032,13460.929725872857,6302.0,8849.0,4
177938,WN,2019-03-08,9,2019-03-08,13,1861.0,2909.0,19010.719165845792,16369.546355147957,8163.0,11758.0,4
177939,WN,2019-03-08,10,2019-03-08,14,2373.0,2781.0,21383.290523188734,19150.185512189506,10536.0,14539.0,4
177940,WN,2019-03-08,11,2019-03-08,15,2305.0,3708.0,23688.529611405673,22857.787612503664,12841.0,18247.0,4
177941,WN,2019-03-08,12,2019-03-08,16,2040.0,2575.0,25728.644987389966,25432.75906506454,14881.0,20822.0,4
177942,WN,2019-03-08,13,2019-03-08,17,2806.0,4085.0,28534.282224746847,29517.743262775064,17687.0,24907.0,4
177943,WN,2019-03-08,14,2019-03-08,18,2930.0,4617.0,31464.134187050317,34134.547239172614,20617.0,29524.0,4
177944,WN,2019-03-08,15,2019-03-08,19,3518.0,4715.0,34981.902899148656,38849.204460910965,24135.0,34239.0,4
177945,WN,2019-03-08,16,2019-03-08,20,3306.0,4272.0,38288.11912737833,43121.204460910965,27441.0,38511.0,4
177946,WN,2019-03-08,17,2019-03-08,21,4417.0,4901.0,42705.10673807072,48022.38274275904,31858.0,43412.0,4
177947,WN,2019-03-08,18,2019-03-08,22,4609.0,4879.0,47314.42361018459,52901.48631866224,36467.0,48291.0,4
177948,WN,2019-03-08,19,2019-03-08,23,3871.0,4099.0,51185.649557853445,57000.48631866224,40338.0,52390.0,4
177949,WN,2019-03-08,20,2019-03-09,0,3975.0,1952.0,3974.896746616005,1951.9382767082654,44313.0,54342.0,5
177950,WN,2019-03-08,21,2019-03-09,1,3135.0,1943.0,7110.035172411114,3895.250821511133,47448.0,56285.0,5
177951,WN,2019-03-08,22,2019-03-09,2,2321.0,304.0,9431.035172411111,4199.250821511133,49769.0,56589.0,5
177952,WN,2019-03-08,23,2019-03-09,3,1186.0,0.0,10617.34771721398,4199.250821511133,50955.0,56589.0,5
177953,WN,2019-03-09,0,2019-03-09,4,253.0,10.0,10870.34771721398,4209.250821511133,253.0,10.0,5
177954,WN,2019-03-09,2,2019-03-09,6,8.0,382.0,10878.34771721398,4657.250821511133,261.0,392.0,5
177955,WN,2019-03-09,3,2019-03-09,7,136.0,904.0,11064.979689365187,5819.688712368996,397.0,1296.0,5
177956,WN,2019-03-09,4,2019-03-09,8,740.0,1010.0,11805.353340376867,6829.58056908074,1137.0,2306.0,5
177957,WN,2019-03-09,5,2019-03-09,9,892.0,1932.0,12697.662689192493,8762.065257389238,2029.0,4238.0,5
177958,WN,2019-03-09,6,2019-03-09,10,1201.0,2258.0,13898.99101463792,11020.373848943858,3230.0,6496.0,5
177959,WN,2019-03-09,7,2019-03-09,11,2108.0,2275.0,16007.368432715848,13294.943352451912,5338.0,8771.0,5
177960,WN,2019-03-09,8,2019-03-09,12,2451.0,3336.0,18458.0570056758,16630.69977511406,7789.0,12107.0,5
177961,WN,2019-03-09,9,2019-03-09,13,2016.0,3522.0,20474.47612752373,20152.45358654564,9805.0,15629.0,5
177962,WN,2019-03-09,10,2019-03-09,14,3934.0,3818.0,24408.04575557353,23970.931780895542,13739.0,19447.0,5
177963,WN,2019-03-09,11,2019-03-09,15,4184.0,7012.0,28592.456493461264,30983.043577184664,17923.0,26459.0,5
177964,WN,2019-03-09,12,2019-03-09,16,5108.0,5753.0,33700.54784723893,36735.74105383069,23031.0,32212.0,5
177965,WN,2019-03-09,13,2019-03-09,17,5259.0,6674.0,38959.07395710677,43409.89093792124,28290.0,38886.0,5
177966,WN,2019-03-09,14,2019-03-09,18,5280.0,7483.0,44238.87639777086,50892.78114474032,33570.0,46369.0,5
177967,WN,2019-03-09,15,2019-03-09,19,6330.0,7113.0,50569.295926824314,58006.112032524026,39900.0,53482.0,5
177968,WN,2019-03-09,16,2019-03-09,20,5392.0,7898.0,55961.64004742736,65904.5885485043,45292.0,61380.0,5
177969,WN,2019-03-09,17,2019-03-09,21,6453.0,6955.0,62414.19720114146,72859.72574431403,51745.0,68335.0,5
177970,WN,2019-03-09,18,2019-03-09,22,7745.0,7380.0,70158.78890629282,80239.8595053606,59490.0,75715.0,5
177971,WN,2019-03-09,19,2019-03-09,23,6719.0,7250.0,76878.19524874928,87489.8595053606,66209.0,82965.0,5
177972,WN,2019-03-09,20,2019-03-10,0,5877.0,4027.0,5876.738298931917,12723.859505360591,72086.0,86992.0,6
177973,WN,2019-03-09,21,2019-03-10,1,7293.0,2393.0,13169.560257793106,15116.859505360591,79379.0,89385.0,6
177974,WN,2019-03-09,23,2019-03-10,3,2811.0,616.0,15980.560257793106,15732.859505360591,82190.0,90001.0,6
177975,WN,2019-03-10,0,2019-03-10,4,1888.0,698.0,17868.560257793106,16430.85950536059,1888.0,698.0,6
177976,WN,2019-03-10,1,2019-03-10,5,2155.0,44.0,20023.560257793102,16474.85950536059,4043.0,742.0,6
177977,WN,2019-03-10,2,2019-03-10,6,701.0,244.0,20724.560257793102,16718.85950536059,4744.0,986.0,6
177978,WN,2019-03-10,3,2019-03-10,7,691.0,1070.0,21415.47567451412,9554.316998105398,5435.0,2056.0,6
177979,WN,2019-03-10,4,2019-03-10,8,400.0,1891.0,21815.67157612693,11445.638771730664,5835.0,3947.0,6
177980,WN,2019-03-10,5,2019-03-10,9,568.0,1475.0,22383.5517336789,12920.74771817604,6403.0,5422.0,6
177981,WN,2019-03-10,6,2019-03-10,10,1653.0,1697.0,24036.183372686424,14617.422306525283,8056.0,7119.0,6
177982,WN,2019-03-10,7,2019-03-10,11,1483.0,3336.0,25519.08375315776,17953.042842372844,9539.0,10455.0,6
177983,WN,2019-03-10,8,2019-03-10,12,2180.0,2677.0,27698.849126939018,20629.67891223425,11719.0,13132.0,6
177984,WN,2019-03-10,9,2019-03-10,13,2278.0,3135.0,29976.806149881664,23764.989459677035,13997.0,16267.0,6
177985,WN,2019-03-10,10,2019-03-10,14,1838.0,3799.0,31814.693088328408,27563.76529942688,15835.0,20066.0,6
177986,WN,2019-03-10,11,2019-03-10,15,2745.0,3791.0,34559.416155642124,31354.2731481242,18580.0,23857.0,6
177987,WN,2019-03-10,12,2019-03-10,16,2768.0,4433.0,37326.95843482772,35787.12002506692,21348.0,28290.0,6
177988,WN,2019-03-10,13,2019-03-10,17,3334.0,5273.0,40660.78375691712,41060.53791463783,24682.0,33563.0,6
177989,WN,2019-03-10,14,2019-03-10,18,3637.0,5963.0,44298.269521923554,47023.695458814596,28319.0,39526.0,6
177990,WN,2019-03-10,15,2019-03-10,19,4935.0,5534.0,49233.473132321575,52557.59606337055,33254.0,45060.0,6
